Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Chennai,Ahmedabad,2024-05-15,Trailer,1956,Clear,Light,0,0
Kolkata,Pune,2023-01-05,Lorry,1288,Clear,Moderate,1,3
Mumbai,Bangalore,2023-07-18,Container,1590,Clear,Moderate,1,1
Hyderabad,Delhi,2024-05-23,Lorry,497,Clear,Light,0,0
Kolkata,Delhi,2023-09-13,Truck,1356,Clear,Moderate,1,1
Mumbai,Pune,2024-04-23,Lorry,1846,Clear,Light,1,3
Mumbai,Pune,2023-10-28,Lorry,598,Rain,Moderate,1,2
Mumbai,Bangalore,2023-11-25,Truck,383,Fog,Light,1,2
Delhi,Bangalore,2024-01-16,Truck,1646,Clear,Light,0,0
Hyderabad,Chennai,2023-09-20,Trailer,660,Clear,Light,1,2
Bangalore,Mumbai,2024-04-10,Trailer,1668,Clear,Moderate,1,3
Ahmedabad,Jaipur,2024-01-06,Truck,1473,Storm,Moderate,1,4
Hyderabad,Mumbai,2023-01-20,Lorry,532,Clear,Light,0,0
Lucknow,Pune,2024-03-14,Container,619,Clear,Moderate,1,1
Jaipur,Pune,2023-12-16,Trailer,885,Clear,Light,0,0
Pune,Lucknow,2023-05-17,Truck,726,Clear,Light,0,0
Jaipur,Kolkata,2023-08-26,Lorry,1782,Fog,Light,1,2
Pune,Ahmedabad,2023-03-06,Trailer,368,Clear,Moderate,1,1
Ahmedabad,Mumbai,2024-01-28,Container,1167,Clear,Light,0,0
Delhi,Ahmedabad,2023-11-27,Lorry,1654,Clear,Light,1,3
Lucknow,Delhi,2023-01-01,Trailer,1071,Clear,Moderate,1,1
Kolkata,Bangalore,2023-03-25,Lorry,1592,Clear,Moderate,1,1
Chennai,Ahmedabad,2023-04-06,Container,607,Clear,Moderate,1,1
Chennai,Kolkata,2023-02-07,Lorry,362,Clear,Moderate,1,1
Bangalore,Jaipur,2023-04-17,Trailer,1925,Clear,Light,0,0
Pune,Jaipur,2023-06-14,Truck,1002,Clear,Light,0,0
Delhi,Ahmedabad,2023-03-26,Container,633,Clear,Moderate,1,1
Pune,Bangalore,2023-03-31,Trailer,1718,Rain,Light,1,3
Hyderabad,Delhi,2023-07-10,Container,692,Clear,Heavy,1,2
Pune,Kolkata,2023-04-27,Trailer,592,Clear,Moderate,1,4
Jaipur,Kolkata,2023-06-06,Container,1249,Clear,Moderate,1,1
Chennai,Bangalore,2023-01-02,Container,1977,Clear,Light,0,0
Lucknow,Pune,2024-01-30,Container,1899,Clear,Light,0,0
Bangalore,Ahmedabad,2024-05-18,Lorry,994,Clear,Light,0,0
Ahmedabad,Bangalore,2023-06-29,Container,1324,Clear,Light,0,0
Bangalore,Kolkata,2023-12-07,Truck,1860,Clear,Light,0,0
Delhi,Ahmedabad,2023-04-15,Container,361,Clear,Light,0,0
Hyderabad,Jaipur,2023-02-24,Truck,1827,Fog,Moderate,1,3
Hyderabad,Chennai,2024-05-22,Container,1740,Clear,Moderate,1,1
Pune,Mumbai,2023-08-25,Lorry,799,Clear,Moderate,1,1
Ahmedabad,Chennai,2023-10-13,Truck,1217,Clear,Heavy,1,2
Pune,Kolkata,2024-05-14,Lorry,1724,Storm,Moderate,1,4
Ahmedabad,Hyderabad,2024-05-07,Trailer,1729,Rain,Light,1,1
Lucknow,Pune,2024-01-09,Truck,1785,Clear,Light,0,0
Bangalore,Mumbai,2023-06-08,Trailer,690,Clear,Moderate,1,1
Lucknow,Delhi,2024-03-25,Container,978,Clear,Light,0,0
Mumbai,Jaipur,2023-07-14,Trailer,1680,Clear,Light,0,0
Jaipur,Ahmedabad,2024-01-06,Container,1602,Clear,Moderate,1,3
Jaipur,Chennai,2023-01-09,Lorry,521,Rain,Light,1,1
Ahmedabad,Hyderabad,2023-07-12,Container,231,Clear,Light,0,0
Bangalore,Ahmedabad,2024-04-25,Lorry,1299,Clear,Light,0,0
Jaipur,Hyderabad,2023-09-30,Truck,295,Clear,Heavy,1,2
Bangalore,Mumbai,2023-02-22,Trailer,1838,Clear,Light,0,0
Chennai,Hyderabad,2024-05-30,Truck,862,Clear,Heavy,1,2
Delhi,Mumbai,2023-03-23,Lorry,910,Clear,Moderate,1,1
Hyderabad,Jaipur,2024-02-13,Truck,653,Fog,Light,1,2
Chennai,Kolkata,2024-02-29,Container,1141,Fog,Light,1,2
Pune,Mumbai,2023-09-11,Container,1981,Clear,Light,1,2
Ahmedabad,Chennai,2023-03-22,Truck,1928,Clear,Heavy,1,7
Delhi,Jaipur,2024-03-26,Container,1666,Clear,Light,0,0
Pune,Hyderabad,2023-02-28,Lorry,745,Rain,Moderate,1,2
Lucknow,Chennai,2023-03-27,Container,1845,Rain,Moderate,1,2
Delhi,Lucknow,2024-05-14,Truck,287,Clear,Light,0,0
Kolkata,Ahmedabad,2024-02-24,Truck,213,Clear,Heavy,1,2
Jaipur,Lucknow,2023-08-15,Truck,1412,Rain,Heavy,1,5
Pune,Kolkata,2023-12-25,Truck,1830,Clear,Moderate,1,4
Bangalore,Jaipur,2024-04-01,Truck,1554,Clear,Heavy,1,2
Chennai,Ahmedabad,2024-05-15,Trailer,491,Clear,Heavy,1,5
Pune,Jaipur,2023-01-09,Truck,1167,Rain,Moderate,1,2
Bangalore,Jaipur,2023-12-23,Trailer,1791,Fog,Moderate,1,5
Hyderabad,Kolkata,2023-12-24,Lorry,1289,Clear,Light,0,0
Lucknow,Pune,2024-01-23,Lorry,696,Clear,Moderate,1,4
Jaipur,Pune,2023-03-28,Trailer,271,Clear,Light,0,0
Kolkata,Jaipur,2023-03-14,Container,1011,Clear,Light,0,0
Bangalore,Jaipur,2023-12-29,Trailer,464,Rain,Moderate,1,6
Lucknow,Jaipur,2023-03-11,Lorry,597,Clear,Moderate,1,1
Ahmedabad,Chennai,2024-04-21,Lorry,667,Clear,Heavy,1,2
Kolkata,Lucknow,2023-10-08,Container,1853,Fog,Light,1,2
Bangalore,Lucknow,2023-02-11,Container,841,Fog,Moderate,1,3
Delhi,Mumbai,2024-03-28,Lorry,1836,Fog,Light,1,2
Hyderabad,Ahmedabad,2024-03-01,Trailer,1951,Clear,Heavy,1,2
Jaipur,Mumbai,2023-04-23,Truck,1471,Clear,Heavy,1,2
Delhi,Ahmedabad,2023-07-14,Trailer,215,Clear,Moderate,1,1
Kolkata,Pune,2024-03-23,Lorry,1061,Fog,Light,1,2
Pune,Delhi,2023-01-25,Trailer,1304,Clear,Moderate,1,3
Jaipur,Delhi,2024-04-03,Trailer,1341,Clear,Light,1,4
Mumbai,Pune,2023-10-21,Truck,1727,Clear,Moderate,1,5
Hyderabad,Chennai,2023-12-22,Trailer,380,Clear,Moderate,1,1
Mumbai,Ahmedabad,2023-01-12,Truck,1007,Fog,Heavy,1,4
Bangalore,Chennai,2023-05-06,Truck,472,Rain,Moderate,1,2
Kolkata,Jaipur,2023-05-19,Lorry,1796,Clear,Moderate,1,6
Ahmedabad,Chennai,2023-03-23,Lorry,1312,Clear,Moderate,1,-1
Jaipur,Hyderabad,2023-08-16,Container,285,Storm,Moderate,1,4
Bangalore,Jaipur,2024-04-30,Container,1212,Clear,Heavy,1,2
Delhi,Kolkata,2024-05-09,Truck,1894,Rain,Heavy,1,3
Lucknow,Pune,2023-04-24,Lorry,966,Clear,Light,0,0
Mumbai,Pune,2023-05-22,Trailer,1057,Clear,Moderate,1,1
Chennai,Delhi,2023-03-06,Truck,544,Clear,Moderate,1,1
Delhi,Bangalore,2024-04-21,Container,1846,Storm,Moderate,1,6
Bangalore,Kolkata,2023-10-15,Container,1303,Clear,Moderate,1,1
Lucknow,Chennai,2024-05-05,Trailer,1613,Storm,Heavy,1,9
Bangalore,Delhi,2024-05-19,Lorry,745,Clear,Light,0,0
Delhi,Ahmedabad,2024-05-12,Lorry,1628,Rain,Moderate,1,2
Ahmedabad,Delhi,2023-02-23,Lorry,883,Clear,Light,0,0
Mumbai,Ahmedabad,2023-07-09,Truck,1069,Rain,Moderate,1,2
Bangalore,Kolkata,2023-06-04,Container,539,Rain,Moderate,1,2
Mumbai,Jaipur,2023-09-04,Truck,342,Clear,Light,1,5
Ahmedabad,Hyderabad,2023-08-12,Trailer,1568,Fog,Light,1,2
Mumbai,Bangalore,2023-03-27,Lorry,393,Clear,Light,0,0
Kolkata,Mumbai,2023-05-25,Container,1340,Clear,Light,0,0
Bangalore,Delhi,2023-09-17,Container,1430,Clear,Light,0,0
Pune,Jaipur,2023-07-20,Container,587,Clear,Heavy,1,2
Jaipur,Chennai,2023-01-23,Trailer,1126,Rain,Moderate,1,2
Bangalore,Lucknow,2023-08-11,Truck,1016,Clear,Light,0,0
Mumbai,Bangalore,2024-05-07,Trailer,218,Clear,Light,0,0
Hyderabad,Lucknow,2023-07-02,Truck,569,Rain,Light,1,1
Jaipur,Pune,2023-04-04,Container,284,Fog,Moderate,1,8
Jaipur,Lucknow,2023-08-10,Trailer,1673,Clear,Heavy,1,2
Delhi,Ahmedabad,2024-03-07,Container,790,Fog,Moderate,1,7
Bangalore,Ahmedabad,2023-04-09,Trailer,728,Fog,Light,1,2
Pune,Chennai,2023-12-04,Trailer,1021,Rain,Light,1,1
Mumbai,Chennai,2023-07-27,Truck,1817,Rain,Moderate,1,2
Mumbai,Pune,2024-01-26,Lorry,1059,Clear,Heavy,1,2
Kolkata,Jaipur,2023-09-18,Container,1734,Clear,Light,0,0
Ahmedabad,Bangalore,2023-05-27,Truck,876,Clear,Heavy,1,2
Delhi,Hyderabad,2023-10-10,Container,1025,Clear,Moderate,1,1
Chennai,Bangalore,2023-01-26,Truck,1297,Clear,Moderate,1,1
Bangalore,Pune,2023-07-12,Truck,305,Clear,Light,1,5
Kolkata,Pune,2024-02-21,Lorry,772,Clear,Moderate,1,1
Delhi,Chennai,2023-06-28,Container,484,Clear,Moderate,1,1
Hyderabad,Jaipur,2023-02-24,Container,267,Clear,Moderate,1,1
Kolkata,Lucknow,2023-04-02,Container,851,Rain,Light,1,4
Chennai,Pune,2024-03-15,Lorry,1089,Clear,Heavy,1,2
Lucknow,Chennai,2023-06-28,Container,1228,Clear,Light,1,3
Ahmedabad,Pune,2023-08-08,Trailer,1784,Fog,Moderate,1,3
Pune,Hyderabad,2024-05-18,Lorry,1948,Storm,Light,1,3
Pune,Bangalore,2023-04-18,Container,883,Fog,Light,1,2
Delhi,Hyderabad,2023-01-23,Trailer,767,Clear,Light,1,2
Pune,Mumbai,2023-06-25,Trailer,405,Rain,Light,1,1
Chennai,Bangalore,2023-07-27,Trailer,401,Clear,Moderate,1,1
Bangalore,Hyderabad,2023-06-29,Container,1737,Clear,Moderate,1,4
Kolkata,Jaipur,2023-11-17,Truck,657,Clear,Light,1,3
Ahmedabad,Mumbai,2023-07-12,Container,385,Rain,Light,1,1
Bangalore,Chennai,2024-02-07,Container,1483,Clear,Light,0,0
Hyderabad,Bangalore,2023-02-03,Container,1852,Clear,Light,0,0
Delhi,Ahmedabad,2023-04-05,Lorry,1732,Clear,Heavy,1,2
Kolkata,Chennai,2023-04-08,Truck,552,Clear,Moderate,1,4
Lucknow,Pune,2024-01-18,Truck,409,Clear,Moderate,1,1
Chennai,Kolkata,2023-03-20,Truck,572,Clear,Moderate,1,6
Mumbai,Bangalore,2023-08-20,Trailer,701,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-02-05,Container,541,Fog,Light,1,4
Kolkata,Chennai,2023-01-24,Trailer,293,Clear,Light,1,5
Chennai,Mumbai,2023-07-31,Truck,578,Clear,Heavy,1,2
Kolkata,Bangalore,2023-03-17,Trailer,1027,Clear,Moderate,1,1
Jaipur,Ahmedabad,2023-12-18,Lorry,902,Clear,Moderate,1,1
Chennai,Lucknow,2023-03-03,Container,1623,Clear,Moderate,1,1
Delhi,Kolkata,2024-04-20,Container,1220,Clear,Light,0,0
Ahmedabad,Lucknow,2024-03-25,Truck,1203,Storm,Light,1,3
Bangalore,Delhi,2024-01-30,Container,741,Rain,Moderate,1,2
Hyderabad,Lucknow,2024-05-02,Lorry,1184,Storm,Moderate,1,4
Delhi,Lucknow,2023-03-22,Truck,1155,Clear,Moderate,1,1
Pune,Chennai,2023-02-06,Truck,1095,Clear,Moderate,1,3
Ahmedabad,Hyderabad,2023-09-14,Truck,747,Clear,Moderate,1,5
Pune,Delhi,2024-01-25,Container,1796,Clear,Moderate,1,5
Mumbai,Bangalore,2023-10-22,Trailer,1495,Fog,Moderate,1,3
Jaipur,Ahmedabad,2023-07-04,Container,1504,Clear,Moderate,1,1
Kolkata,Mumbai,2024-04-04,Container,222,Rain,Moderate,1,2
Lucknow,Bangalore,2023-08-25,Trailer,1046,Rain,Moderate,1,2
Delhi,Chennai,2024-01-01,Trailer,809,Rain,Heavy,1,3
Delhi,Lucknow,2024-03-17,Trailer,1915,Clear,Light,0,0
Pune,Hyderabad,2023-12-25,Trailer,578,Clear,Light,1,2
Ahmedabad,Delhi,2024-02-01,Container,1300,Clear,Light,0,0
Pune,Chennai,2023-08-03,Trailer,1161,Clear,Light,1,5
Hyderabad,Delhi,2023-06-22,Trailer,1469,Clear,Moderate,1,5
Lucknow,Ahmedabad,2024-03-14,Trailer,1364,Clear,Moderate,1,1
Pune,Ahmedabad,2023-06-17,Truck,209,Clear,Light,1,4
Kolkata,Delhi,2023-08-28,Container,351,Clear,Moderate,1,1
Pune,Hyderabad,2023-03-01,Lorry,1073,Clear,Light,0,0
Ahmedabad,Mumbai,2023-03-26,Lorry,1441,Rain,Moderate,1,2
Kolkata,Lucknow,2024-01-22,Container,411,Clear,Light,0,0
Delhi,Jaipur,2024-03-23,Lorry,1032,Rain,Light,1,1
Ahmedabad,Kolkata,2023-09-09,Truck,226,Clear,Heavy,1,2
Pune,Lucknow,2024-02-09,Lorry,1119,Clear,Moderate,1,1
Chennai,Jaipur,2023-07-06,Trailer,1861,Rain,Light,1,1
Kolkata,Hyderabad,2023-03-24,Container,852,Clear,Light,0,0
Kolkata,Delhi,2023-12-06,Container,490,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2024-03-29,Truck,1537,Clear,Light,0,0
Kolkata,Jaipur,2023-10-04,Container,1632,Clear,Heavy,1,2
Chennai,Hyderabad,2024-02-29,Container,1868,Clear,Light,0,0
Kolkata,Delhi,2023-02-25,Lorry,908,Clear,Heavy,1,2
Kolkata,Bangalore,2023-05-25,Truck,468,Rain,Moderate,1,2
Delhi,Pune,2023-02-11,Truck,1981,Clear,Light,0,0
Mumbai,Bangalore,2024-01-01,Lorry,557,Clear,Heavy,1,2
Mumbai,Delhi,2023-03-10,Container,1673,Clear,Heavy,1,2
Lucknow,Delhi,2023-12-28,Container,1815,Clear,Moderate,1,3
Chennai,Pune,2023-06-24,Truck,391,Clear,Moderate,1,4
Pune,Bangalore,2023-08-03,Container,325,Clear,Heavy,1,2
Mumbai,Pune,2023-05-21,Trailer,273,Rain,Light,1,3
Kolkata,Jaipur,2023-03-01,Container,1806,Rain,Moderate,1,2
Mumbai,Pune,2023-06-07,Trailer,1954,Clear,Light,1,2
Kolkata,Lucknow,2023-02-15,Truck,1966,Clear,Light,0,0
Jaipur,Hyderabad,2023-06-10,Truck,508,Storm,Light,1,5
Jaipur,Chennai,2024-03-18,Container,729,Rain,Light,1,1
Pune,Bangalore,2024-02-14,Trailer,322,Clear,Moderate,1,5
Hyderabad,Pune,2024-04-07,Lorry,1386,Fog,Moderate,1,3
Ahmedabad,Lucknow,2023-03-31,Container,1173,Clear,Moderate,1,4
Pune,Hyderabad,2024-05-07,Lorry,577,Clear,Moderate,1,1
Hyderabad,Kolkata,2024-03-01,Lorry,1485,Clear,Light,1,4
Chennai,Lucknow,2024-01-14,Lorry,1156,Clear,Light,0,0
Chennai,Jaipur,2023-09-23,Truck,887,Clear,Moderate,1,1
Lucknow,Pune,2023-05-06,Container,1357,Rain,Light,1,1
Ahmedabad,Mumbai,2023-02-22,Lorry,938,Clear,Light,0,0
Chennai,Hyderabad,2023-09-30,Trailer,974,Clear,Moderate,1,1
Delhi,Pune,2023-06-27,Container,1150,Clear,Light,1,4
Jaipur,Pune,2023-01-02,Trailer,396,Clear,Light,0,0
Mumbai,Kolkata,2023-03-21,Trailer,339,Clear,Light,1,2
Lucknow,Hyderabad,2024-01-31,Truck,558,Fog,Light,1,2
Lucknow,Bangalore,2023-03-25,Lorry,1654,Clear,Heavy,1,4
Jaipur,Hyderabad,2023-10-23,Trailer,1499,Clear,Light,0,0
Mumbai,Ahmedabad,2024-03-05,Container,1892,Clear,Moderate,1,1
Mumbai,Delhi,2023-04-18,Truck,1561,Clear,Moderate,1,1
Bangalore,Ahmedabad,2023-06-29,Trailer,1427,Rain,Light,1,1
Mumbai,Hyderabad,2024-01-29,Lorry,808,Rain,Heavy,1,3
Jaipur,Chennai,2023-04-08,Lorry,409,Clear,Moderate,1,1
Pune,Kolkata,2024-03-28,Lorry,792,Clear,Light,1,3
Lucknow,Delhi,2024-05-05,Truck,1534,Clear,Light,0,0
Lucknow,Jaipur,2023-09-14,Truck,654,Clear,Light,0,0
Mumbai,Pune,2023-06-08,Trailer,327,Clear,Moderate,1,1
Jaipur,Ahmedabad,2023-03-03,Container,1663,Fog,Moderate,1,3
Chennai,Pune,2024-01-24,Trailer,393,Clear,Light,1,2
Pune,Chennai,2023-11-21,Container,1001,Rain,Light,1,3
Mumbai,Delhi,2023-08-30,Trailer,1357,Clear,Heavy,1,2
Delhi,Jaipur,2024-03-05,Trailer,1406,Fog,Moderate,1,5
Delhi,Mumbai,2023-02-11,Lorry,919,Rain,Heavy,1,3
Lucknow,Chennai,2024-01-31,Container,506,Rain,Heavy,1,3
Jaipur,Hyderabad,2024-04-02,Container,590,Clear,Light,0,0
Lucknow,Hyderabad,2023-12-26,Trailer,1221,Clear,Heavy,1,2
Delhi,Pune,2023-05-14,Lorry,1180,Fog,Light,1,5
Chennai,Mumbai,2023-01-22,Lorry,1171,Clear,Light,0,0
Ahmedabad,Kolkata,2023-08-20,Lorry,1782,Clear,Light,0,0
Kolkata,Pune,2024-04-20,Container,1324,Rain,Moderate,1,2
Delhi,Jaipur,2023-08-01,Trailer,928,Fog,Light,1,5
Ahmedabad,Hyderabad,2024-03-30,Trailer,207,Clear,Moderate,1,1
Hyderabad,Pune,2024-06-01,Trailer,1031,Clear,Light,0,0
Mumbai,Ahmedabad,2024-01-26,Trailer,1907,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-09-30,Truck,1948,Rain,Light,1,1
Hyderabad,Pune,2023-12-26,Container,1476,Clear,Light,0,0
Bangalore,Lucknow,2023-01-11,Truck,1667,Storm,Moderate,1,4
Mumbai,Kolkata,2023-09-22,Truck,1536,Clear,Light,0,0
Lucknow,Chennai,2023-05-31,Trailer,880,Clear,Light,1,2
Bangalore,Pune,2024-02-03,Trailer,696,Clear,Heavy,1,2
Jaipur,Chennai,2023-11-01,Container,1112,Clear,Light,0,0
Mumbai,Jaipur,2024-05-14,Truck,857,Clear,Heavy,1,7
Lucknow,Bangalore,2024-02-02,Truck,998,Clear,Moderate,1,1
Ahmedabad,Jaipur,2023-07-03,Trailer,1655,Clear,Heavy,1,5
Pune,Jaipur,2024-02-24,Lorry,476,Clear,Light,0,0
Kolkata,Hyderabad,2023-12-22,Trailer,1931,Storm,Light,1,3
Pune,Bangalore,2023-05-28,Lorry,1000,Fog,Moderate,1,3
Delhi,Chennai,2023-05-16,Container,1469,Clear,Light,0,0
Ahmedabad,Lucknow,2023-11-11,Truck,690,Clear,Light,0,0
Lucknow,Kolkata,2023-11-06,Truck,436,Clear,Light,0,0
Chennai,Lucknow,2023-04-28,Lorry,1143,Clear,Light,1,-2
Hyderabad,Mumbai,2023-01-09,Truck,1315,Rain,Moderate,1,2
Hyderabad,Mumbai,2023-12-14,Trailer,289,Rain,Light,1,1
Delhi,Chennai,2023-05-05,Container,426,Clear,Heavy,1,5
Jaipur,Mumbai,2023-07-15,Container,1509,Rain,Moderate,1,2
Bangalore,Jaipur,2023-01-06,Trailer,884,Fog,Moderate,1,3
Kolkata,Lucknow,2023-04-04,Container,923,Rain,Light,1,1
Jaipur,Lucknow,2024-02-10,Lorry,1595,Rain,Heavy,1,3
Chennai,Lucknow,2024-03-18,Lorry,497,Clear,Moderate,1,1
Delhi,Hyderabad,2023-05-15,Truck,459,Clear,Light,1,3
Pune,Bangalore,2024-01-30,Lorry,678,Clear,Moderate,1,4
Mumbai,Ahmedabad,2023-12-21,Lorry,461,Fog,Light,1,2
Kolkata,Pune,2023-04-08,Trailer,1908,Clear,Light,0,0
Chennai,Pune,2023-04-12,Container,750,Clear,Light,0,0
Kolkata,Bangalore,2023-10-22,Lorry,1229,Clear,Light,0,0
Ahmedabad,Hyderabad,2023-11-11,Truck,713,Clear,Light,1,3
Pune,Delhi,2023-01-05,Truck,698,Fog,Light,1,2
Lucknow,Chennai,2023-08-13,Trailer,1749,Clear,Light,0,0
Kolkata,Lucknow,2023-07-22,Truck,678,Clear,Moderate,1,1
Ahmedabad,Chennai,2023-02-16,Container,1990,Fog,Moderate,1,3
Ahmedabad,Pune,2023-04-17,Truck,1223,Clear,Light,0,0
Chennai,Kolkata,2024-01-08,Trailer,1914,Clear,Light,0,0
Hyderabad,Jaipur,2023-12-03,Trailer,467,Clear,Light,0,0
Pune,Mumbai,2024-03-23,Container,793,Clear,Light,0,0
Bangalore,Lucknow,2023-11-13,Truck,1102,Fog,Light,1,2
Lucknow,Kolkata,2023-09-24,Container,1949,Clear,Light,0,0
Delhi,Lucknow,2023-03-05,Truck,1773,Fog,Light,1,2
Lucknow,Jaipur,2023-06-13,Container,1229,Clear,Heavy,1,2
Kolkata,Lucknow,2023-08-06,Trailer,1007,Clear,Moderate,1,1
Lucknow,Mumbai,2024-03-01,Truck,1149,Rain,Light,1,1
Kolkata,Chennai,2023-11-12,Trailer,246,Clear,Light,0,0
Kolkata,Hyderabad,2023-07-20,Trailer,1229,Fog,Moderate,1,6
Bangalore,Hyderabad,2023-08-09,Lorry,951,Clear,Moderate,1,1
Chennai,Bangalore,2023-09-20,Container,212,Storm,Light,1,3
Delhi,Hyderabad,2024-02-14,Container,1280,Fog,Light,1,2
Hyderabad,Lucknow,2023-02-08,Truck,1317,Clear,Light,0,0
Pune,Hyderabad,2023-03-08,Lorry,208,Clear,Moderate,1,1
Mumbai,Chennai,2023-08-18,Lorry,1360,Clear,Moderate,1,1
Jaipur,Kolkata,2024-04-25,Container,1475,Clear,Moderate,1,1
Lucknow,Chennai,2023-05-02,Container,447,Rain,Light,1,5
Bangalore,Chennai,2023-12-04,Trailer,923,Clear,Light,0,0
Mumbai,Delhi,2023-07-14,Truck,1291,Clear,Moderate,1,6
Pune,Ahmedabad,2023-03-27,Container,1604,Fog,Light,1,2
Bangalore,Chennai,2023-12-09,Container,1989,Clear,Light,0,0
Chennai,Lucknow,2024-04-01,Trailer,766,Clear,Heavy,1,2
Mumbai,Lucknow,2023-08-14,Truck,1268,Clear,Heavy,1,2
Bangalore,Pune,2024-02-18,Lorry,1956,Clear,Moderate,1,3
Chennai,Kolkata,2023-06-25,Container,596,Clear,Light,0,0
Jaipur,Bangalore,2024-03-07,Lorry,977,Fog,Light,1,2
Mumbai,Chennai,2024-02-21,Container,1233,Clear,Light,0,0
Jaipur,Delhi,2023-05-01,Trailer,554,Clear,Moderate,1,5
Pune,Bangalore,2023-10-17,Container,1312,Clear,Moderate,1,3
Ahmedabad,Pune,2023-01-05,Trailer,949,Clear,Light,0,0
Hyderabad,Chennai,2023-06-29,Trailer,476,Clear,Moderate,1,1
Mumbai,Pune,2023-02-19,Truck,1829,Clear,Light,0,0
Chennai,Lucknow,2024-01-13,Lorry,1500,Fog,Light,1,2
Hyderabad,Delhi,2023-11-18,Lorry,1764,Clear,Light,0,0
Hyderabad,Jaipur,2023-12-22,Container,339,Clear,Heavy,1,4
Kolkata,Pune,2023-11-10,Container,1030,Clear,Moderate,1,1
Pune,Mumbai,2024-05-26,Truck,1936,Clear,Moderate,1,1
Jaipur,Kolkata,2023-08-12,Lorry,1739,Clear,Light,0,0
Bangalore,Jaipur,2024-03-28,Truck,1403,Fog,Moderate,1,3
Pune,Mumbai,2023-05-09,Container,965,Fog,Light,1,4
Kolkata,Hyderabad,2023-08-14,Truck,851,Clear,Light,0,0
Jaipur,Mumbai,2023-05-13,Trailer,1238,Clear,Heavy,1,2
Pune,Mumbai,2023-09-27,Trailer,1503,Fog,Light,1,6
Ahmedabad,Pune,2024-05-20,Container,585,Clear,Light,1,4
Bangalore,Hyderabad,2023-01-16,Lorry,1775,Clear,Light,1,5
Delhi,Ahmedabad,2024-02-16,Container,1644,Clear,Moderate,1,1
Jaipur,Delhi,2024-05-19,Trailer,1988,Clear,Light,0,0
Delhi,Bangalore,2023-05-29,Truck,1211,Clear,Moderate,1,6
Ahmedabad,Bangalore,2023-05-14,Lorry,1758,Clear,Light,0,0
Pune,Mumbai,2023-11-20,Trailer,1639,Rain,Heavy,1,3
Ahmedabad,Chennai,2023-09-04,Trailer,1595,Clear,Moderate,1,5
Kolkata,Lucknow,2023-04-20,Truck,262,Storm,Moderate,1,-4
Mumbai,Jaipur,2023-02-27,Truck,733,Fog,Heavy,1,4
Kolkata,Ahmedabad,2023-12-24,Truck,1358,Clear,Light,0,0
Hyderabad,Delhi,2024-04-05,Truck,488,Clear,Moderate,1,1
Hyderabad,Chennai,2023-01-01,Lorry,549,Clear,Light,0,0
Lucknow,Bangalore,2024-04-14,Truck,1950,Clear,Heavy,1,2
Mumbai,Hyderabad,2024-04-22,Container,758,Storm,Light,1,-3
Kolkata,Chennai,2023-11-21,Truck,324,Clear,Heavy,1,7
Bangalore,Lucknow,2023-02-28,Container,1826,Rain,Heavy,1,3
Pune,Kolkata,2024-03-23,Container,222,Clear,Moderate,1,6
Lucknow,Kolkata,2023-12-30,Trailer,1045,Clear,Moderate,1,1
Ahmedabad,Chennai,2023-05-29,Container,1972,Clear,Moderate,1,1
Kolkata,Lucknow,2023-10-22,Trailer,238,Clear,Moderate,1,3
Pune,Ahmedabad,2023-03-03,Container,712,Clear,Light,0,0
Bangalore,Delhi,2023-07-25,Container,1497,Rain,Light,1,5
Delhi,Bangalore,2023-08-08,Container,761,Clear,Light,0,0
Chennai,Hyderabad,2024-05-06,Truck,815,Clear,Heavy,1,6
Delhi,Chennai,2023-02-06,Container,315,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-06-25,Container,1225,Rain,Light,1,1
Delhi,Ahmedabad,2023-08-23,Lorry,876,Clear,Moderate,1,1
Jaipur,Chennai,2024-03-28,Truck,363,Clear,Light,0,0
Ahmedabad,Kolkata,2024-05-29,Trailer,1621,Fog,Moderate,1,3
Jaipur,Lucknow,2023-07-25,Trailer,705,Rain,Moderate,1,2
Lucknow,Ahmedabad,2023-11-17,Lorry,1650,Clear,Light,0,0
Ahmedabad,Bangalore,2023-02-03,Lorry,1662,Clear,Light,0,0
Lucknow,Ahmedabad,2023-12-14,Trailer,971,Clear,Light,0,0
Mumbai,Chennai,2023-12-31,Trailer,1117,Clear,Light,0,0
Pune,Jaipur,2024-03-04,Truck,663,Storm,Moderate,1,8
Kolkata,Chennai,2023-06-13,Truck,1408,Clear,Moderate,1,1
Ahmedabad,Lucknow,2023-01-11,Truck,990,Clear,Light,0,0
Kolkata,Delhi,2024-03-26,Lorry,345,Clear,Heavy,1,2
Pune,Lucknow,2024-03-01,Container,1820,Rain,Moderate,1,2
Bangalore,Mumbai,2023-08-31,Truck,726,Clear,Heavy,1,7
Pune,Delhi,2024-05-19,Lorry,638,Clear,Light,0,0
Lucknow,Delhi,2024-02-15,Truck,776,Fog,Light,1,2
Ahmedabad,Pune,2023-03-16,Container,1769,Clear,Light,0,0
